Molecule,Cluster,data,Cluster_center,Distance_to_center,canonicalsmiles,scscore,spacial_score,capacity
962,6,[ 0.8742613156242941  0.1745720342474524  0.2037916982925343  0.3952530921708919  0.1743448185052881 -0.2551386787902282 -0.2136542411495289  0.0160864228015365  0.0168652974988475],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3819578187156706,C[C@@H]1C[C@H]1B([O][Na])[O][Na],2.134409386256927,293.0,186.2919977451911
963,6,[ 0.4642742599091246  0.2026822449247344  0.0734572983657165  0.2592353201110572 -0.1172267349968965 -0.2543134271509813 -0.0663748576007404 -0.0019165005304184 -0.0682875456928527],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3650301283459092,[Na][O]B(C=CC1CC1)[O][Na],1.9458683810394208,168.0,171.93959984577103
982,6,[ 0.3259591578252829 -0.1055866926847885  0.2324567840155131  0.2179199272745126 -0.0523215958187985 -0.2281373453703808 -0.0230986498329148 -0.1490184179314412 -0.0155811390713878],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4801111567384346,[Na][O]B([O][Na])C1CC=CS1,2.013281653433143,238.0,154.10717171659098
985,6,[ 0.8099487501011183 -0.3381129127117468  0.3380640334091208  0.2872018240143775  0.3486418342310262  0.0761879839273376 -0.0504443102381981 -0.0517192603143773 -0.0740556161774143],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6258130319745586,N#CC1(B([O][Na])[O][Na])CC1,2.234395993588438,199.0,173.08088275913525
1014,6,[ 0.5391075706920566 -0.0846441798796814  0.1308156660633246  0.3998342650885236 -0.1837093670695144  0.1678578857594787  0.105114852150767   0.1391240214076532  0.112818564456925 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5430061120692448,CCC=C(C)B([O][Na])[O][Na],2.311214205572119,94.0,169.74458453209942
1015,6,[ 0.1788665893541259  0.4869983684245811  0.4830026502342556  0.3769193675795563 -0.4376859356627943 -0.358040586755305   0.1623141449741948  0.0337088729343158  0.0095454363118971],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.869602247721743,C=CC=CB([O][Na])[O][Na],1.8715633612358236,76.0,188.93916824474923
1017,6,[ 0.9213780864374509  0.0639709160668902  0.2808030713788722  0.4835634105418732  0.1966986679187949 -0.2757593702386004 -0.2192714684768546  0.0009545491568019 -0.025999743283919 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4663286595060575,C[C@@H]1C[C@@H]1B([O][Na])[O][Na],1.9868791070668061,293.0,186.2919977451911
1025,6,[ 0.491598282627529   0.10542701207213    0.080487256111142   0.3027912638662083 -0.1821202367333276  0.068393694326443   0.0663082898060351  0.1122507280707501  0.1435748107922108],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4494962098554829,CC=C(CC)B([O][Na])[O][Na],2.001137135950095,94.0,169.74458453209942
1031,6,[ 0.76184514226562    0.1952125142093906  0.2124802392737598  0.0816791279387568  0.2772677121731494 -0.3363662262242039  0.0131996881628398  0.178621549931905   0.0515100229604914],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3911770011949554,CCOCB([O][Na])[O][Na],2.1063128445327273,89.0,181.26804227508856
1066,6,[ 0.6125964831822329  0.4674405380557669 -0.1437116899182313  0.0683493708925533 -0.0493959096138085  0.0109688640953856  0.001349965470131   0.1703794807662641 -0.0007164873285769],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5952665699715521,[B]CCCCCC(=O)[O][Na],2.1006241235055283,94.0,181.18472655939019
1133,6,[ 0.4906358571809136  0.2084769251477019  0.4875319748821453  0.4668144506404824 -0.1968048050137517 -0.2047984195215836  0.0938677603611247  0.0623541744315001 -0.127237574359056 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4821072637100533,CCCC(C)(C)B([O][Na])[O][Na],2.047511854652078,131.0,154.09034005263013
1141,6,[ 0.7114663797469001  0.122906916266353   0.4667707378992192 -0.0222626026779647  0.487408585034662  -0.2689906735818492 -0.0466627387845692 -0.0273745791196899  0.1199867442805829],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.580949003730975,O=C([O][Na])B1C[B]CC1,2.078959614237668,156.0,205.08596183403384
1142,6,[ 0.7341872751441189 -0.1666740678494052  0.537718090380838   0.3651309476947809  0.1615087231818288  0.1063228780952393  0.121112283739286   0.033376022320119  -0.2888120813914377],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5866705648915814,[Na][O]B([O][Na])C1OCO1,1.9103998235078916,176.0,181.32199328676458
1151,6,[ 0.2990845969435573 -0.006291327538479   0.1093416913131416  0.0582858084124099  0.0166016818397444 -0.2064854953772463 -0.0348688432362722 -0.1438497085403196  0.0319646958499407],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5013087157874789,C=C(C=O)C(=C)B([O][Na])[O][Na],2.041049997978627,100.0,157.7874052621527
1159,6,[ 0.8388279923909784  0.2879720488186022  0.0599398303515489  0.2649008114464594  0.1285468600253054 -0.0739114923914471 -0.1506851729227297  0.0975469863906217 -0.0248426394022368],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3549534279691663,[Na][O]B(Cc1cccnc1)[O][Na],2.3011028750297844,120.0,148.16984901722697
1161,6,[ 0.5838926786730428 -0.0215392306060586  0.2301571691515714  0.4541371149177317 -0.0752269850150371 -0.0640060495971018 -0.1058808828934765 -0.1045317871841759 -0.1825052930896569],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3974913254474871,COc1nccnc1B([O][Na])[O][Na],1.947892287360025,129.0,135.4513716942847
1169,6,[ 9.3082403640477485e-01  3.8678335942757748e-02  2.9118888177452651e-01  4.9941813985982797e-01  1.9934872823866587e-01 -2.6765712104998535e-01 -2.1760449353962574e-01 -6.0748542664176828e-05 -4.0134248441920053e-02],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4831770903915289,C=C(CCC)B([O][Na])[O][Na],1.6988538687669796,97.0,169.74458453209942
1184,6,[ 0.448137011154277  -0.014650296506851   0.2407418273051479  0.1797321692276987 -0.0592067472371865  0.2506384173432754  0.1461143304787083  0.0211947021765321 -0.219919036507973 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5438398155571394,CC(Cl)C(C)B([O][Na])[O][Na],1.6432427154006748,167.0,148.62992473318997
1204,6,[ 0.3535284992181209  0.0231143789036141  0.6679453711125273  0.6596074619259451 -0.4202822544842807  0.0640281771867616  0.2391896415006106  0.0578019185128406 -0.1123294842857459],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.8890850609924034,[B]CCC(=O)[O][Na],1.5246764291529793,58.0,253.2050777457664
1224,6,[ 0.5145933279423587  0.0830177356331907  0.2779095789931793  0.1946102530940994  0.0473246242952978 -0.3648046870256031  0.0258623837406748  0.02917338520654    0.057243102846601 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.2979918141825118,C=CC(=O)/C(=C\CC)B([O][Na])[O][Na],2.4803820700691093,147.0,135.423999209629
1225,6,[ 0.4417423105703703 -0.1361160579862692  0.331457582641469   0.4664540509264263 -0.2457663315613287  0.1037059126886623  0.1343933230656012  0.0055310381785866 -0.2216871547573664],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6254706546710865,CCC(=S)B([O][Na])[O][Na],1.6898751715481737,85.0,165.53792104956185
1227,6,[ 0.9600327602106387  0.3281780615848393  0.356686710996731   0.3994144215401386  0.1990068374248789 -0.4032060030667187 -0.0902170735727783  0.2078947453449957  0.0758054722548861],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5451582675075418,CB=C(C)CC(=O)[O][Na],1.9847297931877996,72.0,200.1624530914624
1234,6,[ 0.3141199610221459  0.3157588416440767  0.1323950525133712 -0.0390123693515881 -0.0757509804181365 -0.0544057335028988  0.1515421258466524  0.0713012420867507 -0.0025190041828557],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5457443914534092,CC=CC(=CC)B([O][Na])[O][Na],1.9532107623223833,98.0,157.7465488651402
1251,6,[ 0.5064682391453765  0.1464100445347723  0.2323171858212399  0.0902772415809299  0.1535729590762239 -0.2092141430384852 -0.0763831646576736 -0.0923958778979209  0.0319010617239256],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.2924771695479783,C[B]CCCCCC(=O)[O][Na],2.6390751271889084,103.0,164.47043247713253
1252,6,[ 0.4364579123681335  0.3014703061911131 -0.0517790523890883  0.1580858977423942 -0.1787313094185488 -0.2173069951880385  0.0387511329810032  0.1171311704586154 -0.0430808681086656],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5062715038218191,[Na][O]B([O][Na])C1C=NCC1,2.547648509689388,238.0,170.8568195065017
1258,6,[ 0.6496829129769854  0.1500798104392896  0.0497752958583306 -0.0660900999319092  0.2652620672159601  0.0081621211914986  0.0174149255175238  0.0608107306263916  0.0575678048305211],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4523417618351133,[B][B]C(Cl)C(=O)[O][Na],1.9421465646880187,99.0,195.52540614577887
1260,6,[ 0.8006990849401041  0.2044931865627234  0.253591410135295   0.1622031753188744  0.257669156282813  -0.3675359184314075 -0.0432815938937711  0.1366652906370886  0.0926768153921326],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3836940884875751,CC=C(B([O][Na])[O][Na])C(C)OC,2.386359071471256,151.0,142.6259853016901
1261,6,[ 0.8638816929771096  0.221442604115332   0.1691252426105878  0.3584468146423693  0.164142115392076  -0.1811045584273108 -0.2086944663717522  0.01898827163493    0.0167148268234142],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3537165777643776,CSCB([O][Na])[O][Na],1.6977510454834062,77.0,178.80025584185825
1266,6,[ 0.8343693161361113 -0.146091600638004  -0.0025308587865445  0.3766192043845356  0.1019173538685013  0.1488972514907412 -0.1206020958813583  0.053480230068511  -0.1296971842661637],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5488558696470676,Cc1cc(B([O][Na])[O][Na])cnn1,2.483806561689569,121.0,147.36505179003484
1278,6,[ 0.2820850396776551  0.2823621131513997  0.0736535652001777 -0.0668160731696576 -0.0942881465160381 -0.1282546016059548  0.1751480300717558  0.1069941889262952 -0.0230362723487705],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5966081912106597,CC1(C)CCC(B([O][Na])[O][Na])CC1,2.5677666262119274,302.0,134.02911806895838
1282,6,[ 0.9241368303412201  0.4351708925195966  0.3511836769148541  0.3824567509259068  0.19367507991381   -0.3200196426205547 -0.162357794176043   0.1050119430647581  0.2063029104892194],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5644404711183196,COC(=O)[C@@H]1C[C@H]1B([O][Na])[O][Na],2.2207445764970926,321.0,142.65938379424875
1283,6,[ 0.6837071359587797  0.1955943739575181 -0.0246194913461255  0.2144592008531511  0.131219995342226  -0.2523684863656065 -0.2392091597549128 -0.0414175837069896  0.1224597753205907],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4296829937809569,CC#CB([O][Na])[O][Na],1.7196010026021136,61.0,209.6690227815714
1293,6,[ 0.4963299512804933  0.1812664103198478  0.1817903277167456  0.3447403334443521 -0.0901133103228823 -0.2592684810581162 -0.1256168922765881 -0.0870587509864585  0.0136456369771576],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3421514359653269,CC1=C(B([O][Na])[O][Na])C(C)CCC1,2.7905745792142262,308.0,135.3939022514953
1295,6,[ 0.6316236453078332  0.1987100746838691  0.0241927289575624 -0.0970106983988806  0.2891582552610767  0.1081397178114195 -0.0754487904934201 -0.0465487703904098 -0.032489314652486 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5416853573141536,CCc1ncncc1B([O][Na])[O][Na],3.0729876953358826,133.0,136.81469307573036
1298,6,[ 0.892727754515282  -0.0902569313221363  0.4045289842098114  0.3156378886943453  0.3543281332590254 -0.0398816990125053 -0.1062165329853387 -0.0212467858697608 -0.1452314947923024],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5028078016653745,CC1(C)CC1(C)B([O][Na])[O][Na],2.7130165752242497,371.0,155.89701039614954
1301,6,[ 0.9660081395330813 -0.0424641941212634  0.2189805151829216  0.492538904827082   0.1535958855263424  0.2117489452425843 -0.1444185708658954  0.0417863441998574 -0.1063867645088268],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.584169781674866,[Na][O]B([O][Na])C1CCSCC1,2.091052064535024,224.0,141.0937529242228
1307,6,[ 0.2544579153308607  0.2106513332693241  0.2719496334117783  0.1271371761047232 -0.1733671093498479 -0.3228363488113857  0.1362081901962819  0.0104848573890161 -0.0487279047365832],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5471023516960738,COc1cc[nH]c1B([O][Na])[O][Na],2.6423422386992113,121.0,144.97404288587578
1308,6,[ 0.2994428423317629  0.4234083888119428  0.4243055941401282  0.095242884344566  -0.1065019044919574 -0.3199524016825951  0.1567220635890541  0.0466877625251945  0.025817976226916 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5954203438058756,CSC=CB([O][Na])[O][Na],1.8185761365502728,81.0,165.53792104956185
1314,6,[ 0.2773739245426283  0.336695513751207   0.1303912561096947 -0.0250773278407755 -0.0771990161610767 -0.270679807943946   0.0967882700699934  0.0463522620070385  0.0460481807653044],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5729565066115675,CC/C(C)=C(/C)B([O][Na])[O][Na],2.1354254475954866,143.0,155.89701039614954
1317,6,[ 0.5415986365915046 -0.0763410870563232  0.1367837138164777  0.4012692287317    -0.1791758706066915  0.1536982641776898  0.0978836722405922  0.1310981816034157  0.1050762809098551],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5235401343804648,CC/C(C)=C(\C)B([O][Na])[O][Na],2.214823850676992,143.0,155.89701039614954
1333,6,[ 0.477593178493563  -0.1877839754197505  0.4611186314837569  0.3452114193834278  0.0385356452479038 -0.0883457807553595  0.0204037477308781 -0.1295750198172211 -0.1847028973737848],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4985042802462153,COC1C=CC(B([O][Na])[O][Na])CC1,2.3905233345989054,361.0,134.05861125836714
1342,6,[ 0.6581319168608413 -0.1489811467419475  0.3154448765541739 -0.0290312573158688  0.4603684647280778 -0.0722492700903254 -0.0388952720208045 -0.0881947786232393 -0.0429028109089937],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5783537838569796,CC1(B([O][Na])[O][Na])C=CSC1,2.296944573556176,325.0,142.60701585139782
1349,6,[ 0.6397922275763571  0.1007342186290377  0.4554544867349088  0.5486643128015508 -0.0885405150563887 -0.0727466194459884 -0.0638602408236895 -0.06260971924797   -0.1978446757441183],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4546224947717107,CC[C@H](C)C[C@H](C)B([O][Na])[O][Na],2.165510377886038,191.0,142.59260244354945
1357,6,[ 0.6344476436843239  0.2218816268925414  0.7414869770693664  0.3385244237573747  0.0935654611219146 -0.04504256337436    0.1321996505833317  0.0397669046149617 -0.0208512612164589],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5258367975831919,[Na][O]B([O][Na])C1=CCOC=C1,2.238772122191311,174.0,157.7874052621527
1372,6,[ 0.6086569211841245  0.3034112571710739  0.6745575169091298  0.5979817529072754 -0.1573772041349436 -0.1089545226514503  0.0092698240106104  0.0022960410566875 -0.0998625576556524],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6223361860016771,[2H]C(=O)c1c([2H])cccc1B([O][Na])[O][Na],3.0693148037923623,156.0,136.82013753200644
1374,6,[ 0.6294996355127302  0.0539281871546905  0.5262978129477446  0.5979911126730681 -0.0823768813098282 -0.2241285929012476 -0.0570440729558872 -0.0331131583707694 -0.0413083482750208],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4941815370208373,[Na][O]B([O][Na])C12C=CC(CC1)C2,2.7440439923939834,454.0,147.33265300763196
1378,6,[ 0.9613011979930227  0.3464303281476536  0.3666550824207846  0.4063543940102105  0.2152109287382519 -0.1939500108558651 -0.1757274354114846  0.1016283777806084  0.063933331936539 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4884212448234874,CCc1cc(B([O][Na])[O][Na])cs1,2.8336932161184762,125.0,134.04185217225583
1408,6,[ 0.4622239470191357 -0.1047444862806396  0.4705356354825554  0.0229975289367346  0.2822264915172699 -0.0499646555898705  0.0551793234223452 -0.132387371101592  -0.0903927325004757],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5299163972657916,[Na][O]B([O][Na])c1c2cccc1OC2,2.5880463232144355,168.0,138.239949024556
1502,6,[ 0.6583316877462708  0.1438976603825676 -0.0214543273344402  0.0045798479229043  0.1853907306541711 -0.314500320616274  -0.0039475534199974  0.161751325911776   0.06672000359918  ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4533393236364675,CCCCCOCB([O][Na])[O][Na],2.141651298512773,125.0,141.11232189870202
1504,6,[ 0.9516676071714643 -0.0103806505067797  0.2427352231881583  0.427476902709886   0.1782017631894729 -0.084215030962185  -0.0717816421674069  0.1293544365972439 -0.1322188093772285],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4259211899290964,CCSCB([O][Na])[O][Na],1.7500850591154564,89.0,163.50234562328782
1508,6,[ 0.6768653539810752  0.2272977308525869 -0.1412817326821144  0.0876199556269813  0.0761345254904088 -0.2726037202912638 -0.0530941222275748  0.1840592948438667  0.0770106076006836],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4949767032375908,CCCCPCB([O][Na])[O][Na],1.9992420950361012,125.0,139.67410340804804
1512,6,[ 0.5724619570250224  0.222680558607964   0.3833253323653251  0.1183364389579242  0.1139402710406751 -0.0446482064019226  0.1096691307221279  0.0756336408187045  0.0113085439860099],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.2654298014915336,CC(B([O][Na])[O][Na])C(=O)[O][Na],1.9942077235599138,139.0,291.61355673651485
1524,6,[ 8.9830320349024140e-01 -1.9884087061591174e-03  1.9103535994013179e-01  4.5536135091207308e-01  1.4895032515765902e-01 -2.1983544390046905e-01 -1.0939217253040986e-01  1.1177991650574219e-01 -4.2913760467712565e-04],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3960976551204717,[B]c1ccc(C(=O)[O][Na])c(C)n1,2.392284085008753,115.0,158.6841156706895
1562,6,[ 0.3530514238891357  0.1160259949889852  0.3596064927958187  0.1562726313213716  0.0139095345023571 -0.2242267919712957  0.0048777650180522 -0.1012929418962904  0.0438451903147941],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3825662657462567,[2H]C([2H])([2H])c1cccc(C([2H])([2H])[2H])c1B([O][Na])[O][Na],2.247631889171254,248.0,134.0367510905805
1564,6,[ 0.555900325982738  -0.1561471765588925  0.0998313890383589  0.0442582972620893  0.3033769690026283 -0.3849742708885902 -0.1421358452201979 -0.1170557970925955  0.1740633254516271],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6019573471832116,[Na][O]B([O][Na])C1=CCOC1,2.568914809828941,174.0,169.7918932024827
1581,6,[ 0.8771126828496372  0.1753839379004454  0.2040297405295821  0.3955948963649352  0.174310063970079  -0.2363401581112917 -0.2132779437636328  0.0147024138946344  0.0129905752007876],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3775796461774304,COCc1cc(B([O][Na])[O][Na])c[nH]1,2.634115602786247,137.0,134.75139275688218
1586,6,[ 0.5955872692748035  0.2794765826718394 -0.036251356722661  -0.054952198283182   0.1915202787975946 -0.2014279405577175 -0.0871040281504754  0.0335473267457348  0.1973026050179293],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5235310441850642,N#Cc1ccc(B([O][Na])[O][Na])nn1,2.2751477022490914,123.0,138.9738573612652
1587,6,[ 0.9440530387956444  0.2203883464872957  0.2915331019459426  0.4514383578761811  0.2022177138101867 -0.0955212235919485 -0.2034804632293617  0.0416416028203257 -0.0101350210219732],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4363040507893633,COCn1ccc(B([O][Na])[O][Na])n1,2.7560564245707995,137.0,134.085434514619
1679,6,[ 4.3166499738719921e-01  5.7417182301619063e-01  8.7322197167053028e-01  6.2021872286747859e-01 -3.1766235072729876e-01 -2.9181220804730956e-01  1.1210032608177567e-01  5.6229841651533885e-04 -1.1930382270550416e-01],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.9804858855475403,[2H]C([2H])([2H])c1ncccc1B([O][Na])[O][Na],2.4009653861070683,178.0,145.73836130614933
1685,6,[ 0.3691813442401007 -0.0741727920497024  0.4588927627198766  0.5721232470874081 -0.2781410545547979 -0.0474272962301117  0.020526273733004  -0.1388909419471977 -0.2578388832971613],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.7012333832474379,[Na][O]B(C=Cc1ccco1)[O][Na],1.8366640134593515,116.0,147.36829245199456
