Molecule,Cluster,data,Cluster_center,Distance_to_center,canonicalsmiles,scscore,spacial_score,capacity
2800,6,[ 0.3783105827113014  0.2653922751470782  0.5288388953064469  0.2202723821409008 -0.085407216499403  -0.2396666319281078  0.1663265879491748  0.0361166466038494 -0.0291412447648657],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4828829301730229,CC(C)(C)OB([O][Na])[O][Na],1.7583916696980357,119.0,165.56348201448716
2819,6,[ 0.8080229989737145  0.1307205629526826  0.2316420884771868  0.1276630571076564  0.2688473033495001  0.2166831705718632 -0.015744725632382   0.1079218784666999  0.0631878861031999],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4560607662855942,C=C=COB([O][Na])[O][Na],1.974119740562167,72.0,186.34898124074044
2827,6,[ 0.6941733145224755  0.0162188696423518  0.1653331098981148  0.1474803938191383  0.2811353261878234 -0.2466711009010037 -0.1518644804176845 -0.0402239234306477  0.0657186122776365],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3567839860876294,[B]OC(=O)CP(=O)([O][Na])[O][Na],2.0272693538962203,124.0,276.6325476968978
2833,6,[ 0.6893411455994947  0.0149622079327016  0.0756602030028497  0.0689435674562691  0.2613836465081279 -0.0815416169993441 -0.0807791456136711  0.0103895256178368 -0.0354460809134094],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3549850493448042,C=C(Cl)OB([O][Na])[O][Na],1.8638573540591938,81.0,161.20733434902303
2835,6,[ 1.032948687375266   0.0824891627567519  0.4643140954983577  0.3442804296011949  0.336298936552777   0.2145858217281928 -0.0285020745936327  0.0839787401429514 -0.2635173692916746],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6699988377636165,[Na][O]B([O][Na])N1CCOCC1,2.0965424053806014,224.0,153.25867650571482
2840,6,[ 0.3588998599828402  0.2700048133503564  0.5487130609995727  0.2352213435137429 -0.0769408002864727 -0.4653710348258601  0.1367205610586787  0.0197163032641637  0.0160566062925117],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5886906451865836,[Na][O]B([O][Na])OC1CC1,2.201814303176227,164.0,183.77339920990764
2845,6,[ 0.9329648843359896 -0.3412160522830933  0.2017574391084228  0.5322910895056517  0.174450009419631  -0.0394032768270899 -0.116534491788371   0.0051180706676505 -0.2331854442729697],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6857179169498792,[Na][O]B([O][Na])N1C=CC=NC1,2.8735016795785193,174.0,157.7836901697327
2847,6,[ 0.7054736196577552  0.1575041416248152  0.412697273005355  -0.1381413373438952  0.4822172632239648 -0.1342363563190935  0.101712764692877   0.0781752759080345  0.0662654635126303],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6033636978672092,[Na][O]B([O][Na])N1CCCCC1,2.180104338097183,224.0,155.00633518120154
2851,6,[ 0.7076417776189085  0.1475340698037451  0.3406573227019153 -0.1074170754044217  0.4333593322597838 -0.2794434445062043  0.0919451828971095  0.1371688063069943  0.0273069792746749],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5561489591760894,[Na][O]B([O][Na])n1cccc1,1.9213612490491276,100.0,173.08088275913525
2896,6,[ 3.8981887007629917e-01 -2.6355542026891657e-04  2.3910524664044419e-01  1.4880516076788491e-01 -7.5170819636118588e-02  8.5499779924262290e-02  1.7183522213440608e-01  4.9420763273352916e-02 -1.1204176127982463e-02],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.445493252089202,CC(C)S(=O)(=O)B([O][Na])[O][Na],1.912825204480486,135.0,136.80212487014427
2899,6,[ 0.3532887920757806  0.3031153960135659  0.4764785320783745  0.1833952570199948 -0.0936705198894798 -0.3201882445732604  0.1509150978569941  0.0229116602634151 -0.0651009584688429],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5104841313140158,[Na][O]B([O][Na])Oc1cncnc1,2.5063121538105992,116.0,145.78457481362236
2918,6,[ 0.300144597182688   0.2682015475021673  0.1702452216469754  0.0108411654875032 -0.0653931418786706 -0.2592232182115174  0.1044433380450161  0.0157748518278153  0.0422638509860508],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5079703964404949,Cc1ncccc1OB([O][Na])[O][Na],2.3040220071261537,129.0,136.1310017548908
2938,6,[ 0.2934504091224432  0.2869751263868412  0.139902201923433  -0.0282579247841729 -0.0670533747028078 -0.2851670736886974  0.1391830102443274  0.0747873965966287 -0.0040232962791963],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5546381186245186,C/C=C/COB([O][Na])[O][Na],1.6464179180296323,109.0,167.65103012437092
2961,6,[ 0.3253453589966802 -0.1935812953111652  0.5930265825738553  0.1682624521465917  0.0682839604550483  0.0776382749217607  0.1505421817795858 -0.1662729278250784 -0.278479133166748 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.7173061348209979,C/C=C\COB([O][Na])[O][Na],1.8343878744700999,109.0,167.65103012437092
2976,6,[ 1.0232509831656058  0.2286616708916608  0.4829310580409503  0.4852188896493205  0.2211369892597469 -0.1687924315137725 -0.0766113437111266  0.1844946719315012  0.1469663192590386],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.573121025997753,O=S(=O)([O][Na])B([O][Na])[O][Na],1.9715880156476402,118.0,279.4515914550943
2979,6,[ 0.9655134140895532  0.3930192112972276  0.6133723978280673  0.2893697979280008  0.390398364625806  -0.4605744731263365 -0.0471919886893816  0.1693164793374969  0.1115619420078774],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.732112066169913,Cn1cncc1OB([O][Na])[O][Na],2.8386986849489664,121.0,144.2034975848529
2980,6,[ 0.2855653951520754  0.2847625044769598  0.0758661722844303 -0.0557280960336141 -0.0959823774911664 -0.1837269702573231  0.1649908931015354  0.0966611803808231 -0.0262809892496214],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5876141365826615,O=C([O][Na])OB([O][Na])O[O][Na],1.869371984335236,102.0,428.23340628833023
3006,6,[ 0.6932880404311362  0.3673611753079894  0.0242644386478556 -0.0847241717284572  0.2232587375946221 -0.1952062756981154  0.0574760973746834  0.2433291011347257  0.0410932635081612],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.541882725099243,CC/C=C/OB([O][Na])[O][Na],2.0469796508163203,105.0,167.65103012437092
3007,6,[ 0.6727625848441466  0.4829177320712242 -0.036288301388527  -0.1537602786592079  0.2064815208569721  0.0588932441235953  0.0372299264354049  0.1931733464028737  0.0671348497030784],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.672099373739309,Cc1ncoc1OB([O][Na])[O][Na],2.7477036242829875,121.0,143.44417033972928
3018,6,[ 0.8182917893447714  0.1404487609091578  0.2761042894375847  0.2076635421226044  0.251904150155658  -0.3744995727843504 -0.0344635940649593  0.1432811997813299  0.1077605715701354],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3855099907875665,[Na][O]B([O][Na])OC1=NC=CC1,2.3202528136786,166.0,156.8750617746357
3033,6,[ 0.9472714945423462  0.0193987150851482  0.228817596737721   0.4187706380668509  0.1693990986651898 -0.0984087788435772 -0.0769833656800085  0.1247926898567977 -0.1156043056967417],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4026171238512057,C[Si](C)(C)OOB([O][Na])[O][Na],1.884584952413335,131.0,138.18792526796994
3044,6,[ 0.3493302122831333  0.1455663448676107  0.3366171842156816  0.1478432471546915  0.0036356949011784 -0.4291572455040357  0.0130473502955002 -0.0652167983126243  0.0225851124550566],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4657288865041812,[Na][O]B([O][Na])OC(Cl)Cl,2.2221575714226143,95.0,142.04328007225513
3052,6,[ 0.725311059346559   0.3703551321292723  0.1854353452113615 -0.004235303565435   0.2803724430778394 -0.2210093825820732 -0.018765668473653   0.1355003932220318  0.120507128390542 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.455354358354087,N#CC(C#N)(C#N)OB([O][Na])[O][Na],1.6000791184845244,125.0,137.56738663591997
3058,6,[ 0.3321205801981326  0.3858073995189494  0.5264649697476986  0.1751465706429027 -0.0618775894389025 -0.3861659008825563  0.0718165634206858 -0.0300584227846939  0.0165282016458395],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5818175480962026,COC(=O)C(=O)OB([O][Na])[O][Na],1.6942565417683961,109.0,139.7265240616314
3068,6,[ 0.7494666150265725  0.0899446543723465  0.4129020026356183  0.0212309284459241  0.4067192637281202 -0.4007043305393072  0.0454088417013273  0.1138748084767908  0.137188364824105 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5519619024131546,[B]OC(=O)c1cccc(C(=O)[O][Na])n1,2.0183399795027217,130.0,134.7649420105756
