Molecule,Cluster,data,Cluster_center,Distance_to_center
33,16,[-0.0542924088680949 -0.0720590330173312 -0.3433677696029462 -0.1594806585740747  0.0105788748628003 -0.0616387360114409],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.17787345047035497
34,12,[-0.436036658168488  -0.2437280613408381 -0.1256598699693928  0.6009885213985086 -0.0676964872240964  0.0231230675169725],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.41431303235048317
35,11,[-0.1210118999618045 -0.193004459441575  -0.3522175322939041  0.0165091918882657 -0.0637261849068649 -0.0469091361993399],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.14231900223156688
36,1,[-0.124305428197027   0.0999384922167391  0.0866975961727942 -0.2566874420770798 -0.0833931219009     0.083721342266968 ],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.20594788903095576
37,1,[-0.0874601092150429  0.1727932997082614  0.3054772873169999 -0.3110092921555607  0.1068959585246271  0.0269165363447479],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.3576551289065191
38,2,[-0.0008694831030842 -0.1883684877377165 -0.5358195579775155  0.2516601906572297  0.0459891788995519 -0.0558607302665191],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.3134045849589819
39,1,[ 0.0117567205052967  0.2456877593414433 -0.1340774239793991 -0.2906453780257442 -0.0342554196367814 -0.0376869680713419],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.21490721576473018
40,14,[ 0.5319028627486044 -0.0971257491562963 -0.698179337803053   0.2320163113663531 -0.1689438270969482 -0.1399827287459907],[ 0.5636901138632237 -0.1146692924881631 -0.4507217073864545  0.1995908346880317 -0.0612409346756008 -0.0692688075448705],0.283205344799207
41,8,[ 0.6283047146427823 -0.5398566135019723  0.4280157638848538 -0.2348714015418359  0.006733606092835   0.0775071064329986],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.24007059837984443
42,14,[ 0.6713771646100508 -0.2754287268047176 -0.4229273497093552  0.0271072931371175 -0.0194394745359866 -0.0709419361484458],[ 0.5636901138632237 -0.1146692924881631 -0.4507217073864545  0.1995908346880317 -0.0612409346756008 -0.0692688075448705],0.26403287006371884
43,6,[-0.2454641486798787  0.7741512644382627  0.4359616466816928 -0.0132746856895802  0.0344199396475783 -0.060084786130726 ],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.38197250338580724
44,3,[-0.0475651141838582  0.0928547046051305 -0.086451432835773   0.0767505595849078 -0.2477095612626637  0.0632706450286679],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.3078731311923025
45,15,[ 0.0617978424605404  0.2580034386211169 -0.1167826124846742  0.2335496694550458  0.1521527894638643 -0.0533487154566563],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.245821338123409
46,15,[-0.120785559758929   0.1625722676193062 -0.1423142805278699  0.1255594020685819 -0.0268470354208073  0.0035296818642778],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.12960937948947715
47,10,[ 0.5759893290919879  0.0571594081660916  0.3404723311569463  0.1212229713620474  0.0072105136655651 -0.0168255427947555],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.4187672660641274
48,1,[-0.1700270582390622  0.1974919607347548 -0.0210865242490286 -0.2014503762514546 -0.0505837636196116  0.0039347257083682],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.1260295665040973
49,1,[ 0.0148449802804534  0.3197971176275651 -0.1096765552998388 -0.2103177842426708 -0.018377741863735  -0.0415708519951668],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.21171336603750493
50,11,[-0.133325711392957  -0.1720790100023991 -0.3341565516149421 -0.0013299553085223 -0.0633800860126282  0.0145087827659511],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.14634281241807845
51,15,[ 0.0643581409807986  0.122980405849198  -0.2099037670898419  0.2143152581764077  0.1420677819520078 -0.0484354640271283],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.24418600587450873
52,2,[ 0.0320566432152819 -0.3361024531734148 -0.1444203719970617  0.0568488395993878  0.3056754333269038 -0.0185169279729709],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.353933460407891
53,1,[ 0.013513738558365   0.2151308787054785 -0.2056439386115211 -0.2020210631098302 -0.0255072678015006 -0.0426364128602013],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.22843828555167256
54,6,[-0.0693477474279151  0.5993221697545141  0.3223576059573241 -0.1264447376782711  0.0295380681626819  0.0304835231020326],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.22819953486281155
55,1,[-0.040161559522387   0.2628054180822454 -0.1101331287692027 -0.2589871393986602  0.0044038888244518 -0.0585066083661726],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.17377689622598502
56,6,[-0.0892416848455828  0.3597405321972936  0.1766679713770225  0.015010488868129   0.03547962061807   -0.0110328420193842],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.1423260023812799
57,6,[-0.3196812554604355  0.5824574217326299  0.0400295759884466 -0.101654681675686   0.3289083607028966  0.0461412041481269],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.4244773793542373
58,15,[-0.1848887313218834  0.2604207822883231 -0.0470492522811007  0.2529645207951918  0.0397301419025279 -0.0284475605565243],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.18187951765746246
59,15,[-0.0078458482356699  0.2899674985885585 -0.1783005366590448  0.1063835332507387  0.0417368504698731 -0.0724184916246326],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.22793372661067887
60,16,[-0.170820567657659  -0.0204300879339288 -0.1982475317275752 -0.0377626006784726 -0.0296145343681059  0.00128834936875  ],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.2518792826588564
61,6,[-0.1220402406701606  0.4726978194708193  0.1409218188355869 -0.1469452637868234 -0.0606263728281588  0.0142602989701053],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.20530963901805332
62,3,[-0.0504736873734706  0.3596197542798104  0.0667083618594023  0.2371683983735375 -0.2066126807708786  0.0497558099428322],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.24414012794786147
63,15,[-0.1671413900001498  0.152396617320275   0.066988950281277   0.2394223864415173  0.019051300998883   0.0304042604175411],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.18498351711503672
64,1,[-0.0320215555448589  0.3043997011125344 -0.1012751878907425 -0.2289840741365382  0.0089394028706139 -0.0559419788667498],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.18511303686556932
65,3,[-0.0310403638181065  0.3664007922096653  0.0343491803664112  0.23971653066892   -0.1529880566589327  0.0090912674278253],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.2654387168497838
66,2,[-0.1624594308772022 -0.0281566164886116 -0.2168908880221933 -0.00923673221812   -0.0263606741816805  0.0054660470421703],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.25265150927693963
67,1,[-0.0264897082112126  0.2016035207362469 -0.1774489335049187 -0.2042220202391473 -0.0217253898245696 -0.0494691202539806],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.18870195620901556
68,16,[-0.0156330639243352 -0.0195958948961428 -0.2729577377731355 -0.5080443460072835 -0.0864729344201884 -0.0355315501742204],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.2853728455308091
69,15,[-0.0126506343644241  0.3541950100274838 -0.1643916946535052  0.2513070745490479  0.070718007101477  -0.0836470951132889],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.28307173862784224
70,11,[-0.1389787402730113 -0.1976428529268108 -0.3405682251141166 -0.0320762464690539 -0.0693494354236946  0.0140221574253888],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.11931998451271904
71,11,[-0.1099190370008272 -0.2642542764454035 -0.2552720918674908 -0.0799332857259119  0.1073825717461439 -0.0708958634520312],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.18411426523125887
72,15,[-0.0317611078571301  0.3387554435428581 -0.1138156176018761  0.0252177403359487  0.0291914957118829 -0.0659291568372359],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.26367550364806513
73,1,[-0.077663625512295   0.1659487380323393  0.0024795484022677 -0.1447725276793492  0.1059485031037324 -0.0644573205408518],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.10806760786503541
74,16,[-0.0045382307116112  0.0448007367530562 -0.3013060615476504 -0.1234244025036633 -0.0113616135740147 -0.0524535242534571],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.19478382500452285
75,16,[-0.0667275703120146 -0.1205523210834567 -0.3441395994280906 -0.2328749645280154 -0.001804675294373  -0.0628296685260104],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.16727890308791002
76,6,[-0.1691493367699931  0.4503697688564302  0.1216462297390921  0.0264805034624635 -0.0259420879581721 -0.00666677758728  ],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.12611267320699993
77,11,[-0.0456251070233186 -0.1580497567982003 -0.4403764292152044 -0.0295587854167878  0.0276961593997207 -0.0580918192773334],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.19965763902126807
78,11,[-0.0714658884362655 -0.3695541943862917 -0.3904673741800864 -0.0158494589279907  0.1031350313424839 -0.0426423713042963],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.1984474005616395
79,11,[-0.1351881708938297 -0.3441968754812152 -0.4030847117934452 -0.2134556924514403 -0.1104373208992654  0.0372044086796641],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.20201043267903127
80,1,[-0.0426080760775571  0.2806799030263197 -0.0690004745749285 -0.3826210849528281 -0.0473582047464934 -0.0519817886351674],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.25864549515648555
81,1,[ 0.0046230006688596  0.1818954002809301 -0.065458983327632  -0.1267008240107206  0.1147104180369661 -0.03700800562415  ],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.1491660405320523
82,1,[ 0.0003798967268608  0.1232140333281343 -0.023372239554174  -0.2334494186404597 -0.004925083847389   0.0111057241457747],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.11095069832022676
83,1,[-0.1811581754056328  0.1564119198140928  0.2877144219623313 -0.1145418774243488  0.0154208687476349  0.0233236311875679],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.3226126476949093
84,2,[-0.1113399690585751 -0.2549063289161411 -0.4371440841307432  0.2469150641769891 -0.0202551288362797 -0.013005246919236 ],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.23237619934233883
85,3,[-0.1446506494875825  0.2682503032801128  0.1825295662500364 -0.0303778654736221 -0.2872936150612488 -0.0600957081906651],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.2522535869198213
86,14,[ 0.6424617177259129 -0.2912607217115183 -0.4749975309168049  0.2714101917128502  0.0259280109610907 -0.1184634558493532],[ 0.5636901138632237 -0.1146692924881631 -0.4507217073864545  0.1995908346880317 -0.0612409346756008 -0.0692688075448705],0.23055448945313772
87,10,[ 0.650262683213206  -0.033144280502585   0.6390786560207813  0.1711144207687474  0.1758047127680863 -0.0820398236953217],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.26668138711313993
88,15,[-0.0218415796238036  0.2905827584213559  0.0298324661645543  0.1935245795038973  0.0853469231310595 -0.0270165257837284],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.20684772393978496
89,14,[ 0.656616942935037  -0.2875278436844507 -0.4667893963794882  0.1850867033393735 -0.0031201109454658 -0.0924014094286069],[ 0.5636901138632237 -0.1146692924881631 -0.4507217073864545  0.1995908346880317 -0.0612409346756008 -0.0692688075448705],0.20711630104788575
90,8,[ 0.7027357099486765 -0.4691268656491001  0.3651088558751472 -0.1582214810045644  0.0638749655083691 -0.0305144206021663],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.2869708446863804
91,1,[-0.0940499424677274  0.1999544126866794 -0.0748960466667488 -0.1883561253369499 -0.0895629296456494 -0.0343102676606533],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.132195294621323
92,0,[ 0.9974573449090166 -0.5318802030173022 -0.0583031585884748  0.118007292712742   0.2645762886357494 -0.0022600593602389],[ 0.9724417924719361 -0.4686871524626799 -0.0285064427585556  0.183295690773507   0.2396283684691412  0.0364331401223931],0.1090372464094882
93,0,[ 1.0030406174981583 -0.412040014403229   0.0157693195971159  0.1486494613525201  0.1421461514585436  0.1315893167614226],[ 0.9724417924719361 -0.4686871524626799 -0.0285064427585556  0.183295690773507   0.2396283684691412  0.0364331401223931],0.16082092921768243
94,14,[ 0.686800524093781  -0.3548502778161816 -0.3122461246055305  0.3674941216532669 -0.0048579517316512 -0.0274498825378953],[ 0.5636901138632237 -0.1146692924881631 -0.4507217073864545  0.1995908346880317 -0.0612409346756008 -0.0692688075448705],0.35374841748750957
95,12,[-0.5507657545805551 -0.3229035602479104  0.1321216015571426 -0.2935099496591167 -0.3139426654314598 -0.136882893039446 ],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.6604443527585099
96,11,[-0.0467860795377302 -0.4010375738987333 -0.3852306031376144 -0.0214315315401828  0.016250827525253  -0.0040675021804231],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.16013224956721067
97,15,[-0.0288814802651155  0.1366270329834577 -0.0829276097887148  0.2650907813300543  0.0933767726577705 -0.0328355227521521],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.1402973040041133
98,0,[ 1.0494570960510963 -0.3703694723634257 -0.0110627164654366 -0.1839987396640409  0.1793656197863262  0.04116228782993  ],[ 0.9724417924719361 -0.4686871524626799 -0.0285064427585556  0.183295690773507   0.2396283684691412  0.0364331401223931],0.39301548206116416
99,16,[-0.1794348060986538 -0.1732522425627638 -0.1773148397054726 -0.5175437860465497 -0.1986126051356888 -0.06957858876302  ],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.3630585793992528
100,11,[-0.1174240055193434 -0.3720817302337371 -0.2677762095209648 -0.2370623031116459 -0.3064898003313957 -0.060501740468439 ],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.3315656972044368
101,10,[ 0.5320606021372836 -0.0674823772262812  0.7709929297464346 -0.0296532733976416  0.2043193985724882 -0.132543459004516 ],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.1926336350932972
102,10,[ 0.5701207439682076 -0.0247540472214263  0.7911971092045231 -0.1942013391593062  0.1461255011132771 -0.1090028912801976],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.2882919639807165
103,16,[-0.0301576200531941  0.0615355557595337 -0.2983049689603537 -0.0651210646317883  0.0287294099970555 -0.0568196934299465],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.25412842254934626
104,3,[ 0.0251493140905066  0.2095718405841716 -0.0768276707238849  0.1090476022467234 -0.2513857811287722  0.0904583887998914],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.24741934295923104
105,16,[-0.1229150473903874  0.0173567686894778 -0.1733837166145333 -0.1637157734924952 -0.0867407155044248 -0.0489094152683034],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.15218519699647187
106,2,[-0.0742846660723233 -0.263924434303975  -0.2665089904149107  0.0832536959390971  0.0190404659740386  0.0123267279015786],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.13432567170821283
107,15,[-0.2850586705241911  0.1789102941749511 -0.3009710722743908 -0.0563020226484728  0.3085829029261954  0.0692843748322386],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.44247258099193715
108,10,[ 0.3947084826153662 -0.0711172886031069  0.8855690124214913 -0.0430897438436255  0.2691818624765836 -0.2053382663144412],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.31074635250541066
109,16,[-0.0447999645965518  0.0606343708813052 -0.2648528492459289 -0.1340010301852203  0.0201254642949251 -0.062455307925225 ],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.20164407636066256
110,8,[ 0.6269235667348663 -0.444313696978955   0.5045940746631591 -0.2276010481253073  0.1230475550573195 -0.0405032329041281],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.31613899988011096
111,13,[-0.2182785450971536 -0.7959451170748066  0.6889469824944892 -0.3931639735327104 -0.4774359477108968  0.036962090844828 ],[-0.1983204401844639 -1.0200489584296113  0.8016157057226405 -0.1341786842612274 -0.258683450383928  -0.0311161059410856],0.42763977233062406
112,13,[-0.0436647788264911 -1.462838325626597   0.6764279948928676 -0.6434131332247013 -0.3270825976624654 -0.0362539570374816],[-0.1983204401844639 -1.0200489584296113  0.8016157057226405 -0.1341786842612274 -0.258683450383928  -0.0311161059410856],0.7068785787594858
113,8,[ 0.6948089746829991 -0.4717534095761059  0.4194036786391998 -0.1573835428350451  0.0993616204285244 -0.0065325137134398],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.3022502915418375
114,8,[ 0.617505158333239  -0.5183885256166755  0.4350722155418865 -0.442188627498329   0.0647251460640847 -0.0358320742569478],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.34812519241681156
115,7,[-0.9569858510623053 -0.3145413150719815  0.514268672756179   0.2452142948883447 -0.3565879882749165 -0.2429792690510971],[-0.7184454221403741 -0.4514879527971596  0.4318414956775824  0.3593768062711064 -0.4239515795035994 -0.0095874706668247],0.3930557483578194
116,6,[-1.4159337051715110e-01  5.9953511621849509e-01  5.1506468360846447e-01 -4.2404062399890023e-04  1.7160058058128044e-01 -3.7864917520763396e-02],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.34557882285067953
117,16,[-0.0546097151592891 -0.0934077717642788 -0.3417128394152594 -0.2273594670429659 -0.0329457865721496 -0.0552635075086064],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.14081272513812546
118,16,[-0.0109482737650759 -0.090725743337663  -0.2156829583915412 -0.1990562155541477 -0.2586657366972393  0.0550748815775552],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.19638465237747443
119,11,[-0.0623984484179391 -0.200767814161921  -0.44697434113977    0.0126220355874138  0.009023530787626  -0.0665122565600493],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.18907167234074915
120,11,[-0.0657926972825514 -0.2140099243485222 -0.427148493807551  -0.1314319850394729 -0.018152390952557  -0.0603233664801429],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.1510028767169861
121,5,[ 0.6127213574094019  0.570126225214059  -0.2571396100970626 -0.1350857849197594 -0.2285294751553496 -0.0168822997390454],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.30224698891045537
122,16,[ 0.0716498110469725 -0.0099533925503709 -0.2377418883370069 -0.2790944037535069  0.0384968671349388 -0.0153923387881852],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.17697719681871227
123,0,[ 1.0316691886752036 -0.4062140995813988 -0.0092423999561083 -0.015188844359855   0.2168235374707806  0.0066098465764578],[ 0.9724417924719361 -0.4686871524626799 -0.0285064427585556  0.183295690773507   0.2396283684691412  0.0364331401223931],0.22042565636585576
124,1,[-0.0250099532919716  0.2633336301134584 -0.0866452860938436 -0.3308867858247533 -0.0380245384453477 -0.0412739365510112],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2152345344556081
125,1,[-0.055658310810495   0.1451818362230838 -0.2042889035066562 -0.1879059764182363  0.009727439359242  -0.0515496982148319],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2020812240200819
126,15,[-0.1501967142906864  0.2123374673601691 -0.0556114624905284  0.0210949374215199 -0.0370988762310417 -0.0111458573774109],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.19175902878903758
127,15,[-0.0669219181410349  0.240978832506124  -0.0056269683310089  0.1222687509692038  0.1565776117528848 -0.0714743533858294],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.1682501972990141
128,15,[-0.1985413591495818  0.2111874700410502 -0.0631652342620854  0.2731307848586403  0.0151001569232885 -0.0353209180109246],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.178571020768069
129,1,[-0.0402318402427573  0.3325445715094465 -0.0330676497091229 -0.3857915423269143 -0.0458179072375315 -0.0510007692147612],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.28209898639472425
130,1,[-0.03937900462922    0.2538618128092864 -0.1443077217659502 -0.096083558345023   0.0042446730523826 -0.0641783097694931],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.18911018720679232
131,1,[-0.1285883039143016  0.084333526237217   0.0419120349218791 -0.1256774342277285  0.0007214374512793 -0.007961392549434 ],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.12148075694004765
132,2,[-0.0612140384921014  0.0378282470002018 -0.2893765808174386  0.0176652471763173  0.0207785438836334 -0.0782300156760077],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.28094860989845194
133,16,[-0.0861269711415075  0.0257229643976901 -0.2548320290073033 -0.1218103971755813  0.0254811376605047 -0.0701543427275438],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.19841887448327272
134,8,[ 0.0205048930866159 -0.7003302162529489  0.249213242585605  -0.1963608416586245 -0.276895920505786   0.0463241944798563],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.5438134457008932
135,6,[-0.1691255961933144  0.4121311551176661  0.090994161247479   0.0531779221034782 -0.0224710068437728 -0.0077286477520849],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.16688465515103085
136,3,[-0.1010685884707356  0.2753394622302476  0.0456579437243889  0.2719639356098418 -0.1973822388924984  0.034906820007526 ],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.2782426948786461
137,1,[-0.1745438301971105  0.176421292559194  -0.008516668706195  -0.2725351074500028 -0.0926751494341919  0.0073830601149282],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.17963225793494406
138,15,[-0.0928442416040555  0.0992113391020653 -0.0695998101398693  0.0991454396983978  0.1522421283145589 -0.0844039938076241],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.12717181433759445
